10,"CHF 3,825.–31m21rmTopClaridenstrasse 30, 8002 ZürichLangzeitmiete eines Hotelzimmer zum Spezialpreis mit Hotelservice. Relax ZimmerGENIESSEN SIE DIE ZEIT IN UNSEREN ZIMMER DIREKT IM ZENTRUM VON ZÜRICHIn diesem geräumigen 31m² grossen Zimmer mit einem Doppelbett (1.80m) mit individuell verstellbaren Härtegrat. werden Sie mit zeitgemässem und hochwertigem Komfort verwöhnt. Die grosszügige Sitzgruppe lädt zum ""Relaxen"" oder zum Businessgespräch ein. Mit elegantem Granit ""Raggio di Luna"" ausgestattetes Badezimmer und separates WC sowie moderner technischer Einrichtung.Als Einzel- oder Doppelzimmer verfügbar. Mit ausgezogenem Schlafsofa als Variante für Familien mit Kindern (3-4 Personen). UNSERE relax zimmer • Ruhige & überdurchschnittlich grosse Zimmer mit massgeschneiderten Möbeln aus Nussbaum von regionalen Handwerkern • Gemütliche Sitzgruppe • Schlafsystem mit verstellbarem Härtegrad • Air Condition • Hispeed WLAN • Safe • Kaffeemaschine mit kompostierbaren Kaffeekapseln und Kaffee aus fairem & biologischem Anbau • Flasche Schweizer Welcome Wasser • Tablet • Flatscreen Fernseher • Grosser Pult • Badezimmer mit Badewanne in Tessiner Marmoreinrichtung • Separates WC • Haarföhn, natürliche Pflegeprodukte mit kompostierbaren Verpackungen, Slipper und Amenity Kit in allen Badezimmer https://www.hotelglaernischhof.ch/de/zimmer/relax-zimmer/ Contact "
11,"CHF 1,700.–35m21.5rmTopWeststrasse 160, 8003 ZürichDie renovierten Wohnungen befinden sich an der Weststrasse im trendigen Kreis 3 in Zürich, in unmittelbarer Nähe zum Bahnhof Wiedikon und dem Lochergut. Die Wohnungen von 35 m2, im Hochparterre ist zur Verfügung. Die Anbindungen an den öffentlichen Verkehr sind sehr gut. Auch vielfältige Ausgeh- und Einkaufsmöglichkeiten sind vorhanden. - Hochwertige Materialien - Abgetrennte Küche - Eigene Waschmaschine/Trockner - Video-Gegensprechanlage - Elektrische Rolladen - Deckenbeleuchtung Einbaustrahler Dimmbar - Separates Reduit - Eigenes Kellerabteil - Nichtraucherwohnung - Kein Balkon - Haustiere sind nicht erlaubt - Ohne Parkplatz Verfügbar per sofort oder nach Vereinbarung . Contact "
12,"CHF 3,405.–74m23rmTopZentralstrasse 125, 8003 ZürichWir suchen Nachmieter für eine wunderschöne liebevoll und hochwertig sanierte 3- Zimmer-Altbauwohnungen. Die Liegenschaft aus dem Jahre 1895 wurde bereits anfangs der 80iger Jahre aufwendig totalsaniert. 2018 wurden in den Wohnungen die Nasszellen, Küchen, Bodenbeläge und elektrische Installationen runderneuert: - Fischgrat Parkett - WM/Tumbler Kombigerät - Backofen und Steamer - Induktion - Geschirrspüler - zusätzliche historische Öfen in zwei Zimmer (Holzfeuerung) Ein Bijou entsteht, das seinesgleichen sucht! Die Liegenschaft ist nahe des geschäftigen Idaplatzes gelegen. Die Gegend besticht mit einer grossen Auswahl an gute Restaurants, belebten Bars und kleinen Läden aller Art, doch die Zentralstrasse 125 selbst ist sehr ruhig gelegen. Die gute Anbindung an den öffentlichen Verkehr, wie Tram 3 am Lochergut und diverse Buslinien ermöglicht Ihnen den Weg in die Innenstadt oder an diverse Bahnhöfe in kürzester Zeit. Für weitere Auskünfte oder einen Besichtigungstermin stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme. Contact "
13,"CHF 1,290.–28m21rmTopElisabethenstrasse 6, 8004 ZürichIm Kreis 4, Nähe Bahnhof Wiedikon, 1-Zimmer-Wohnung wie in den Bilder ab sofort zu vermieten. Sie verfügt über eine Kochnische, Parkettboden und Bad/WC mit Plattenboden. Lift vorhanden, Garagenplätze können dazu gemietet werden. Mietzins CHF 1'290.00 inkl. NK/Monat. Die Wohnung wird nur an solvente Mieter vermietet. Contact "
14,"CHF 2,590.–58m23rmTopPflanzschulstrasse 51, 8004 ZürichWir vermieten per 01.08.2021 diese wunderschöne und renovierte 3-Zimmerwohnung, welche Ihnen folgende Annehmlichkeiten zu bieten hat: - alle Zimmer mit Eichenparkettboden- offene, moderne Küche - mit Kochinsel- mit Geschirrspüler und Glaskeramikherd- helles Badezimmer/WC - mit Fenster- Balkon- KellerabteilDie Musterfotos zeigen lediglich den Ausbaustandard der Wohnung. Die genaue Raumaufteilung können Sie dem Grundrissplan entnehmen. Ein Abstellplatz kann bei Verfügbarkeit für CHF 140.- monatlich dazu gemietet werden. Die Haltestellen ""Lochergut"" und ""Zürich, Kalkbreite / Bhf. Wiedikon"" erreichen Sie mit den Linien 2, 3, 32 und N14 zu Fuss in weniger als ca. 5 Minuten.Einkaufsmöglichkeiten wie zum Beispiel ein Coop oder eine Migros, Restaurants und Bars sowie weitere Dienstleister für den täglichen Bedarf befinden sich nur wenige Gehminuten entfernt.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht lange und kontaktieren Sie uns direkt im Inserat via ""Anbieter kontaktieren"", um die Besichtigungsinformationen zu erhalten.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung. Contact "
15,"CHF 1,925.–52m21rmTopTurbinenstrasse 39, 8005 ZürichPer sofort oder 1. Juli 2021 sind wir auf der Suche nach neuen Mietern für diese schöne 1-Zimmerwohnung, welche sich bestens für Singles eignet. Nebst dem ansprechenden Grundriss verfügt dieses Objekt über folgenden Ausbaustandard:- offene und moderne Küche- mit Geschirrspüler- mit Glaskeramikherd- Schränke in schwarzem Hochglanz- Arbeitsflächen mit schwarzem Kunststein- Boden in Hartbeton- dunkel eingefärbt und versiegelt- Dusche/WC- eigener Waschturm- separates Reduit- KellerabteilBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen und vom tatsächlichen Grundriss abweichen können.Öffentliche Verkehrsmittel stehen Ihnen vielzählig zur Verfügung und bringen Sie innert kurzer Zeit an den Zürich HB, von wo aus Sie Verbindungen in alle Richtungen haben.Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung.Haben wir Ihr Interesse geweckt?Dann zögern Sie nicht lange und kontaktieren Sie uns direkt im Inserat via ""Besichtigung"", um die Besichtigungsinformationen zu erhalten.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung. Contact "
16,"CHF 2,280.–55m22rmTopJosefstrasse 130, Zürich, Schweiz, 8005 ZürichIch suche ab sofort einen Nachmieter für diese schöne 2 Zimmer Wohnung in Zürich, wenige Meter von Cafes, Bars und Restaurants, Einkaufsmöglichkeiten und öffentlichen Verkehrsmitteln entfernt. Die Wohnung ist trotz zentraler Lage super ruhig wegen den Aufenthaltsstrassen drum herum mit wenig Autoverkehr. Die Wohnung ist gut geschnitten für Singles oder Paare und verfügt über eine top moderne abgeschlossene Wohnküche mit grossem Kühlschrank, separaten Gefrierschrank, Geschirrspüler, Granitabdeckung und viel Stauraum. In Korridor, Wohn- und Schlafzimmer wurde Parkett verlegt. Eine eigene Waschmaschine bleibt in der Wohnung, sonst steht noch ein Gemeinschaftswaschraum mit Trockner zur Verfügung. Sonst gibt es noch einen eigenen Kellerabteil. Für eine Besichtigung bitte über Kontaktformular melden und Termin vereinbaren und sonst auch gerne bei Fragen melden. ---- I am looking for a new tenant from now to take over my 2 room apartment, close to Cafes, Bars, restaurants, grocery stores and public transportation. Despite the central location the apartemnt is very calm given the surrounding streets bein „living streets“. The apartment is ideal for singles or a couple and has a completely new kitchen, with fridge, dishwasher and a lot of storage. The whole apartment has recently been renovated and has wooden floors throughout the apartment. There is an own washing machine which stays in the apartment and a shared laundry area with dryer. Further there is an own cellar. Please contact me trhough the messenger if you have any questions or would like to visit the appartment. Contact "
17,"CHF 2,890.–60m22.5rmTopFörrlibuckstrasse 229, 8005 ZürichZentral - modern - mit Stil !! Schöne, moderne Wohnung direkt beim Toni Areal, nahe Stadtzentrum mit Einkaufsmöglichkeiten und Freizeitvergnügen. Die Wohnung verfügt über einen modernen Ausbau mit Parkettböden, moderner Küche und Einbauschränke. Die Aufteilung ist wie folgt: 1 Grosses Schlafzimmer, Badezimmer mit Badewanne und integriertem Duschglas, Reduit und grosszügigem Balkon. Zusätzlich befindet sich in der Wohnung ein eigener Waschturm. Alle Zimmer mit Parkettboden - moderne Küche - mit Geschirrspüler, Steamer, Backofen etc. Eigenes grosses Kellerabteil und ein gemeinsamer Fahrradraum.Video-Rundgang: Auf YouTube klicken!Zur Wohnungseinrichtung gehört ein Einbauschrank mit Regal. Weitere Einrichtungsobjekte können nach Absprache übernommen oder mit gemietet werden. (Mietpreis bleibt unverändert)Die Überbauung wurde im Jahr 2015 erstellt und erfüllt all Ihre Wünsche. Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihren Anruf! Contact "
18,"CHF 1,582.–2rmTopUniversitätstrasse 33, 8006 ZürichWir vermieten eine kompakte 2-Zimmerwohnung mit Balkon. Die Wohnung ist befristet bis 31. März 2022 zu mieten und bietet Ihnen folgende Vorzüge: - grossräumige Küche mit Glaskeramikkochfeld und Geschirrspüler - lichtdurchflutete Zimmer - schöne Nasszelle mit Badewanne / WC - alle Zimmer und Korridor mit Parkettboden - schöner, gemütlicher Balkon Die Liegenschaft befindet sich an ausgezeichneter Lage in Gehdistanz zur Universität/ETH. Anbindung an den öffentlichen Verkehr, Restaurants, Bars, Einkaufsmöglichkeiten etc. sind alle in der unmittelbaren Umgebung und problemlos zu Fuss erreichbar. Bei Bedarf kann ein Aussenparkplatz für CHF 220.00 im Monat dazu gemietet werden. Die Besichtigung findet wie folgt statt: - Dienstag, 15. Juni 2021 um 16:30 Uhr Wir freuen uns auf Ihren Besuch. Contact "
19,"CHF 1,896.–2.5rmTopClausiussteig, 8006 ZürichMiete ab April 2021 bei ETH / UNI-Spital, 8006 Zürich ********************** • S E HR attraktive 2.5 Zimmer-Sonnenwohnung bei ETH Zentrum / Unispital USZ. • Ruhiges angenehmes Maisonette, NEU renoviert. Schöne, charmant gestaltete Räume ca. 50m2 auf 2 eigenen Wohn-Etagen, moderne Küche / Glaskeramik + DU/WC, Kosmetikspiegel, Privatmieter, Aerzte, Gipfelicafé in bekanntem Stadthaus. • Mietzins netto CHF 1'880 + HKNK à konto inklusive separate Waschmaschine + Tumbler. Sehr gute öffentliche Verkehrsmittel; 5 Minuten zum Bahnhof und zum Bellevue / Zürichsee. Direkte Tram-Linie 10 zum Flughafen. • Ideal für junge ruhige arbeitstätige Single-Person, Nichtraucher, OHNE Haustier, DoktorandIn, DozentIn ETH/UNI, AerztIn Unispital die Ruhe, Geborgenheit und Sicherheit im Hochschulquartier sucht. • Die Aussenansicht + zentrale Lage können Sie im Google Maps / Street View sehr gut finden. Weitere Fotos im homegate.ch:-) • Zu vermieten ab April 2021. Bitte NUR Kontakt per e-mail für ECHTE Mietinteressent /-Innen mit Bonitätsnachweis + gutem Leumund. Ich kontaktiere Sie persönlich. Recht herzlichen Dank, A.M. Universität Zuerich ******************* MONATSMIETE: Netto CHF 1’880 + HKNK à Konto / 2.5 Zimmer Maisonette-Stadtwohnung / Grösse: ca.50 m2 VERFÜGBARKEIT: ab April 2021 mit Mindestmietdauer. ******************* Contact "
20,"CHF 2,750.–60m23rmTopKurvenstrasse 21, 8006 ZürichWir vermieten per 01. Juli 2021 oder nach Vereinbarung eine wunderschöne 3- Zimmer Altbauwohnung in einem kleinen Mehrfamilienhaus, wo sich die Nachbarn noch kennen und gegenseitig schätzen. Das Mehrfamilienhaus wurde vor wenigen Jahren stilgerecht und mit viel Liebe zum Detail saniert. Die Wohnung verfügt über folgendes Angebot Küche Glaskeramikherd mit Backofen, grosser Kühlschrank und Geschirrspüler, Unter- und Oberbauschränke in genügender Anzahl, Halogen Beleuchtung bei Oberbauschränken und Raumdecke, der Raum ist so geschnitten, dass die Einrichtung eines kleinen Essplatzes gut möglich ist, der Boden ist mit keramischen Platten belegt Balkon bei Küche Der gut möblierbare Balkon ist via Küche erschlossen Korridor/Eingangsbereich Kleine Garderobe, in der Decke sind Halogenleuchten eingebaut, der Boden ist mit einem schönen Langriemenparkett belegt, in der Wand ist die Elektoverteilung mit Glasfaseranschluss eingelassen Zimmer 1 mit Balkon (rechts) Quadratisch geschnittenes Zimmer mit Balkon zur Kurvenstrasse, Einbauschrank, Brustholztäfer und Fischgratparkett. Das Zimmer ist sowohl via Korridor wie auch Mittelzimmer mit einer Tür verbunden Zimmer 2 (mitte) Quadratisch geschnittenes Zimmer mit schönem Langriemenparkett. Das Zimmer ist verbunden mit dem Zimmer links und rechts Zimmer 3 (links) Quadratisch geschnittenes Zimmer mit schönem Langriemenparkett und Einbauschrank Dusche/WC Begehbare Dusche mit Glastrennwand, Lavabo mit Spiegelschrank und Unterbaumöbel, WC und Handtuchradiator. sowie ein kleines Badezimmerfenster. Der Boden und die Wände sind mit keramischen Platten belegt, an der Decke sind Halogenleuchten eingebaut Kellerabteil Ein Kellerabteil gehört zur Wohnung Allgemein Ein Waschraum mit moderner Waschmaschine und Tumbler im Untergeschoss steht für alle Parteien zur VerfügungSie haben Interesse an dieser wunderschönen Wohnung? Dann kommen Sie doch zu den angegebenen Besichtigungsterminen am Samstag 05.06.2021 oder am Sonntag 06.06.2021 jeweils von 15.00 – 17.00 Uhr vorbei, die Schutzmassnahmen des BAG und des Kantons Zürich sind beim Besichtigungstermin zwingend einzuhalten. Contact "
